 Dual grid iteration #           0
 phi before 1 Gauss-Seidel on mesh with M =           16
 i, j, phi
          11          15   6.8614944616495848     
          12          15  -2.9629530143818563     
          13          15  -33.028825551369621     
          14          15  -57.816277920821136     
          15          15  -15.663174701284753     
          16          15   39.240752271293445     
          17          15   39.240752271293445     
           0          16   45.144394658805851     
           1          16   45.144394658805851     
           2          16  -37.279189518869060     
           3          16  -34.601354591642171     
           4          16 -0.40599055427932740     
           5          16   22.093777606180581     
           6          16   25.067437769308114     
           7          16   18.710336135190577     
           8          16   12.270132825062323     
           9          16   10.127859312373277     
          10          16   12.767368136877149     
          11          16   14.840197309532542     
          12          16   2.5698040608209531     
          13          16  -33.576485595170269     
          14          16  -61.368165220465023     
          15          16  -10.107193103806161     
          16          16   44.796733868772023     
          17          16   44.796733868772023     
           0          17   45.144394658805851     
           1          17   45.144394658805851     
           2          17  -37.279189518869060     
           3          17  -34.601354591642171     
           4          17 -0.40599055427932740     
           5          17   22.093777606180581     
           6          17   25.067437769308114     
           7          17   18.710336135190577     
           8          17   12.270132825062323     
           9          17   10.127859312373277     
          10          17   12.767368136877149     
          11          17   14.840197309532542     
          12          17   2.5698040608209531     
          13          17  -33.576485595170269     
          14          17  -61.368165220465023     
          15          17  -10.107193103806161     
          16          17   44.796733868772023     
          17          17   44.796733868772023     
 ------------------------------------------------------------
 Restricted residual = right-hand-side on mesh with M =            8
 i, j, rhs
           0           0   1.3804562516387371     
           1           0   1.3804562516387371     
           2           0  -38.176965910844679     
           3           0   6.0568841672177012     
           4           0   9.7988000588133275     
           5           0   19.984449000578717     
           6           0   28.060779894555811     
           7           0  -27.882835261196526     
           8           0   15.274333842455516     
           9           0   15.274333842455516     
           0           1   1.3804562516387371     
           1           1   1.3804562516387371     
           2           1  -38.176965910844679     
           3           1   6.0568841672177012     
           4           1   9.7988000588133275     
           5           1   19.984449000578717     
           6           1   28.060779894555811     
           7           1  -27.882835261196526     
           8           1   15.274333842455516     
           9           1   15.274333842455516     
           0           2   9.3687189271885192     
           1           2   9.3687189271885192     
           2           2   11.986067073291386     
           3           2   21.090915783338808     
           4           2   8.7391582823794511     
           5           2  -4.0425950596098872     
           6           2  -13.251767060900438     
           7           2  -31.208535086384462     
           8           2   2.7348276514470924     
           9           2   2.7348276514470924     
           0           3  -12.782016465557867     
           1           3  -12.782016465557867     
           2           3  -4.4577405972366639     
           3           3  -22.382614623203033     
           4           3  -9.4328923134185754     
           5           3   3.8544494060086483     
           6           3   9.8881441037103617     
           7           3   30.728772907329315     
           8           3 -0.84393433041190580     
           9           3 -0.84393433041190580     
           0           4   5.4879160056011287     
           1           4   5.4879160056011287     
           2           4   42.634828719627158     
           3           4   1.9502773943189666E-003
           4           4  -8.2790174888786634     
           5           4  -23.747010216708105     
           6           4  -33.689088026731362     
           7           4   22.151015604618447     
           8           4  -19.327103589947768     
           9           4  -19.327103589947768     
           0           5  -12.131965718389370     
           1           5  -12.131965718389370     
           2           5   4.8237836166660220     
           3           5  -29.730510414370400     
           4           5  -15.965132281100511     
           5           5  -4.6681603693445108     
           6           5   2.4910182507816998     
           7           5   52.740627548048153     
           8           5  -11.321530995945295     
           9           5  -11.321530995945295     
           0           6   10.042751255563822     
           1           6   10.042751255563822     
           2           6   24.207771832160144     
           3           6   10.150723326365249     
           4           6 -0.57850546155356730     
           5           6  -15.655129517496171     
           6           6  -22.896582388688007     
           7           6  0.23128696143912619     
           8           6  -11.879925293481925     
           9           6  -11.879925293481925     
           0           7  -6.3528068447078976     
           1           7  -6.3528068447078976     
           2           7  -30.601689701495111     
           3           7  -8.1026675567517561     
           4           7   1.4316413144723334     
           5           7   15.327683173341551     
           6           7   25.229224929356363     
           7           7 -0.21712943686560049     
           8           7   9.7123490484842172     
           9           7   9.7123490484842172     
           0           8   7.0250381013591010     
           1           8   7.0250381013591010     
           2           8  -14.131623426208341     
           3           8   24.454531437029654     
           4           8   14.723084456323960     
           5           8   8.4770155126501123     
           6           8   5.3271357044053058     
           7           8  -46.447438571956511     
           8           8   14.566779583743639     
           9           8   14.566779583743639     
           0           9   7.0250381013591010     
           1           9   7.0250381013591010     
           2           9  -14.131623426208341     
           3           9   24.454531437029654     
           4           9   14.723084456323960     
           5           9   8.4770155126501123     
           6           9   5.3271357044053058     
           7           9  -46.447438571956511     
           8           9   14.566779583743639     
           9           9   14.566779583743639     
 ------------------------------------------------------------
 solution variable (eps) after one 1 Gauss Seidel on mesh with M =            8
 i, j, eps
           0           0  -2.1569628931855267E-002
           1           0  -2.1569628931855267E-002
           2           0  0.59112268512398425     
           3           0   5.3141856168219481E-002
           4           0 -0.13982078687690336     
           5           0 -0.34721221235326827     
           6           0 -0.52525273894075164     
           7           0  0.30435611622100778     
           8           0 -0.16257243723311549     
           9           0 -0.16257243723311549     
           0           1  -2.1569628931855267E-002
           1           1  -2.1569628931855267E-002
           2           1  0.59112268512398425     
           3           1   5.3141856168219481E-002
           4           1 -0.13982078687690336     
           5           1 -0.34721221235326827     
           6           1 -0.52525273894075164     
           7           1  0.30435611622100778     
           8           1 -0.16257243723311549     
           9           1 -0.16257243723311549     
           0           2 -0.15177864047028444     
           1           2 -0.15177864047028444     
           2           2  -7.7446286856752949E-002
           3           2 -0.33562166678680222     
           4           2 -0.25540996157810530     
           5           2  -8.7489995676438892E-002
           6           2   5.3873176672271705E-002
           7           2  0.57719068394807704     
           8           2   6.0922879624879571E-002
           9           2   6.0922879624879571E-002
           0           3  0.16177434715677055     
           1           3  0.16177434715677055     
           2           3   9.0734211906827275E-002
           3           3  0.28850648976755366     
           4           3  0.15566307444452732     
           5           3  -4.3182502276863023E-002
           6           3 -0.15182958302162222     
           7           3 -0.37379680144540683     
           8           3  -6.5032006542445786E-002
           9           3  -6.5032006542445786E-002
           0           4  -4.5305100798324997E-002
           1           4  -4.5305100798324997E-002
           2           4 -0.65481192096704877     
           3           4  -9.1606830884160009E-002
           4           4  0.14537370915382095     
           5           4  0.39659483635530363     
           6           4  0.58758331375109785     
           7           4 -0.29266299074574048     
           8           4  0.21256224427088732     
           9           4  0.21256224427088732     
           0           5  0.17823568915025267     
           1           5  0.17823568915025267     
           2           5 -0.19451567696460562     
           3           5  0.39300859826234608     
           4           5  0.38405076874623723     
           5           5  0.26810140704639318     
           6           5  0.17499902003090870     
           7           5 -0.85348829811696036     
           8           5   1.6667408350126978E-002
           9           5   1.6667408350126978E-002
           0           6 -0.11235906608062154     
           1           6 -0.11235906608062154     
           2           6 -0.45496512063880906     
           3           6 -0.17409418256857276     
           4           6   6.1528294381190604E-002
           5           6  0.32701882406777361     
           6           6  0.48326356084792066     
           7           6  -9.6170043089746277E-002
           8           6  0.16574817402575026     
           9           6  0.16574817402575026     
           0           7   7.1172840428405520E-002
           1           7   7.1172840428405520E-002
           2           7  0.38220333153326025     
           3           7  0.17863146781541805     
           4           7   3.7670545010521958E-002
           5           7 -0.14832270731388786     
           6           7 -0.31047142613768497     
           7           7  -9.8267719855832811E-002
           8           7 -0.13488534034008653     
           9           7 -0.13488534034008653     
           0           8  -9.1973010226634566E-002
           1           8  -9.1973010226634566E-002
           2           8  0.29336419636116173     
           3           8 -0.26410313765944338     
           4           8 -0.28665634279229224     
           5           8 -0.24119812991170303     
           6           8 -0.22115388439367992     
           7           8  0.64588582662444227     
           8           8  -9.9855809424905406E-002
           9           8  -9.9855809424905406E-002
           0           9  -9.1973010226634566E-002
           1           9  -9.1973010226634566E-002
           2           9  0.29336419636116173     
           3           9 -0.26410313765944338     
           4           9 -0.28665634279229224     
           5           9 -0.24119812991170303     
           6           9 -0.22115388439367992     
           7           9  0.64588582662444227     
           8           9  -9.9855809424905406E-002
           9           9  -9.9855809424905406E-002
 ------------------------------------------------------------
 residual on mesh with M =            8
 i, j, residual
           0           0  -6.3392765886398283     
           1           0  -6.3392765886398283     
           2           0  -9.0690920709672120     
           3           0   6.7568095599277775     
           4           0   11.879087372932432     
           5           0   15.359279151527344     
           6           0   2.6723751367595519     
           7           0  -11.503589806975512     
           8           0   4.2275519174616214     
           9           0   4.2275519174616214     
           0           1  -6.3392765886398283     
           1           1  -6.3392765886398283     
           2           1  -9.0690920709672120     
           3           1   6.7568095599277775     
           4           1   11.879087372932432     
           5           1   15.359279151527344     
           6           1   2.6723751367595519     
           7           1  -11.503589806975512     
           8           1   4.2275519174616214     
           9           1   4.2275519174616214     
           0           2   1.0792092827242676     
           1           2   1.0792092827242676     
           2           2   3.9181992780795998     
           3           2 -0.52954445103117109     
           4           2  -1.0907692602894148     
           5           2 -0.17105079032653814     
           6           2  -6.8057776148232776     
           7           2   5.0059827491284317     
           8           2   6.5746030681059775E-002
           9           2   6.5746030681059775E-002
           0           3  -3.3152553322443659     
           1           3  -3.3152553322443659     
           2           3   5.8608868991919225     
           3           3  -1.0248998969658771     
           4           3  -1.6350593100313286     
           5           3  -3.9162440533389016     
           6           3  -3.4205841968910544     
           7           3   5.7231199566109794     
           8           3  -2.3604838036550646     
           9           3  -2.3604838036550646     
           0           4   8.3501013218419384     
           1           4   8.3501013218419384     
           2           4   4.5779601255802618     
           3           4  -8.6141169186586737     
           4           4  -12.490329681624655     
           5           4  -13.690955532759856     
           6           4   1.8826235314373108     
           7           4   10.254816861537174     
           8           4  -3.6676744419362279     
           9           4  -3.6676744419362279     
           0           5   2.0582248623195909     
           1           5   2.0582248623195909     
           2           5  0.99130435802340688     
           3           5  -3.3593053788426346     
           4           5  -5.2740752228413417     
           5           5  -8.0322855055789191     
           6           5   5.9235957963046353     
           7           5   1.2720421558339083     
           8           5  -2.9186493180140349     
           9           5  -2.9186493180140349     
           0           6   7.9384215406564014     
           1           6   7.9384215406564014     
           2           6  -3.3297463834350012     
           3           6  -3.8425561951457379     
           4           6  -5.8350299052527301     
           5           6  -5.3590536565445248     
           6           6   6.5062635076389022     
           7           6  -1.0796872667186794     
           8           6 -0.49380533897062051     
           9           6 -0.49380533897062051     
           0           7  -5.7824505877604988     
           1           7  -5.7824505877604988     
           2           7  -7.5519306268252748     
           3           7   3.6229214823827416     
           4           7   6.9596648016988816     
           5           7   8.8267128967902089     
           6           7   5.1107456679922016     
           7           7  -8.1760077805496927     
           8           7   3.7558583962398711     
           9           7   3.7558583962398711     
           0           8  -1.7506908145262834     
           1           8  -1.7506908145262834     
           2           8 -0.46817693922749548     
           3           8   8.8121516872277716     
           4           8   8.4456715632639234     
           5           8   7.3976322288861267     
           6           8  -6.7957110756921981     
           7           8  -8.7364802751925907     
           8           8   3.1953859015969712     
           9           8   3.1953859015969712     
           0           9  -1.7506908145262834     
           1           9  -1.7506908145262834     
           2           9 -0.46817693922749548     
           3           9   8.8121516872277716     
           4           9   8.4456715632639234     
           5           9   7.3976322288861267     
           6           9  -6.7957110756921981     
           7           9  -8.7364802751925907     
           8           9   3.1953859015969712     
           9           9   3.1953859015969712     
 ------------------------------------------------------------
 prolonged error on mesh with M =           16
 i, j, prolonged error
           0           0  -2.1569628931855267E-002
           1           0  -2.1569628931855267E-002
           2           0  -2.1569628931855267E-002
           3           0  0.59112268512398425     
           4           0  0.59112268512398425     
           5           0   5.3141856168219481E-002
           6           0   5.3141856168219481E-002
           7           0 -0.13982078687690336     
           8           0 -0.13982078687690336     
           9           0 -0.34721221235326827     
          10           0 -0.34721221235326827     
          11           0 -0.52525273894075164     
          12           0 -0.52525273894075164     
          13           0  0.30435611622100778     
          14           0  0.30435611622100778     
          15           0 -0.16257243723311549     
          16           0 -0.16257243723311549     
          17           0 -0.16257243723311549     
           0           1  -2.1569628931855267E-002
           1           1  -2.1569628931855267E-002
           2           1  -2.1569628931855267E-002
           3           1  0.59112268512398425     
           4           1  0.59112268512398425     
           5           1   5.3141856168219481E-002
           6           1   5.3141856168219481E-002
           7           1 -0.13982078687690336     
           8           1 -0.13982078687690336     
           9           1 -0.34721221235326827     
          10           1 -0.34721221235326827     
          11           1 -0.52525273894075164     
          12           1 -0.52525273894075164     
          13           1  0.30435611622100778     
          14           1  0.30435611622100778     
          15           1 -0.16257243723311549     
          16           1 -0.16257243723311549     
          17           1 -0.16257243723311549     
           0           2  -2.1569628931855267E-002
           1           2  -2.1569628931855267E-002
           2           2  -2.1569628931855267E-002
           3           2  0.59112268512398425     
           4           2  0.59112268512398425     
           5           2   5.3141856168219481E-002
           6           2   5.3141856168219481E-002
           7           2 -0.13982078687690336     
           8           2 -0.13982078687690336     
           9           2 -0.34721221235326827     
          10           2 -0.34721221235326827     
          11           2 -0.52525273894075164     
          12           2 -0.52525273894075164     
          13           2  0.30435611622100778     
          14           2  0.30435611622100778     
          15           2 -0.16257243723311549     
          16           2 -0.16257243723311549     
          17           2 -0.16257243723311549     
           0           3 -0.15177864047028444     
           1           3 -0.15177864047028444     
           2           3 -0.15177864047028444     
           3           3  -7.7446286856752949E-002
           4           3  -7.7446286856752949E-002
           5           3 -0.33562166678680222     
           6           3 -0.33562166678680222     
           7           3 -0.25540996157810530     
           8           3 -0.25540996157810530     
           9           3  -8.7489995676438892E-002
          10           3  -8.7489995676438892E-002
          11           3   5.3873176672271705E-002
          12           3   5.3873176672271705E-002
          13           3  0.57719068394807704     
          14           3  0.57719068394807704     
          15           3   6.0922879624879571E-002
          16           3   6.0922879624879571E-002
          17           3   6.0922879624879571E-002
           0           4 -0.15177864047028444     
           1           4 -0.15177864047028444     
           2           4 -0.15177864047028444     
           3           4  -7.7446286856752949E-002
           4           4  -7.7446286856752949E-002
           5           4 -0.33562166678680222     
           6           4 -0.33562166678680222     
           7           4 -0.25540996157810530     
           8           4 -0.25540996157810530     
           9           4  -8.7489995676438892E-002
          10           4  -8.7489995676438892E-002
          11           4   5.3873176672271705E-002
          12           4   5.3873176672271705E-002
          13           4  0.57719068394807704     
          14           4  0.57719068394807704     
          15           4   6.0922879624879571E-002
          16           4   6.0922879624879571E-002
          17           4   6.0922879624879571E-002
           0           5  0.16177434715677055     
           1           5  0.16177434715677055     
           2           5  0.16177434715677055     
           3           5   9.0734211906827275E-002
           4           5   9.0734211906827275E-002
           5           5  0.28850648976755366     
           6           5  0.28850648976755366     
           7           5  0.15566307444452732     
           8           5  0.15566307444452732     
           9           5  -4.3182502276863023E-002
          10           5  -4.3182502276863023E-002
          11           5 -0.15182958302162222     
          12           5 -0.15182958302162222     
          13           5 -0.37379680144540683     
          14           5 -0.37379680144540683     
          15           5  -6.5032006542445786E-002
          16           5  -6.5032006542445786E-002
          17           5  -6.5032006542445786E-002
           0           6  0.16177434715677055     
           1           6  0.16177434715677055     
           2           6  0.16177434715677055     
           3           6   9.0734211906827275E-002
           4           6   9.0734211906827275E-002
           5           6  0.28850648976755366     
           6           6  0.28850648976755366     
           7           6  0.15566307444452732     
           8           6  0.15566307444452732     
           9           6  -4.3182502276863023E-002
          10           6  -4.3182502276863023E-002
          11           6 -0.15182958302162222     
          12           6 -0.15182958302162222     
          13           6 -0.37379680144540683     
          14           6 -0.37379680144540683     
          15           6  -6.5032006542445786E-002
          16           6  -6.5032006542445786E-002
          17           6  -6.5032006542445786E-002
           0           7  -4.5305100798324997E-002
           1           7  -4.5305100798324997E-002
           2           7  -4.5305100798324997E-002
           3           7 -0.65481192096704877     
           4           7 -0.65481192096704877     
           5           7  -9.1606830884160009E-002
           6           7  -9.1606830884160009E-002
           7           7  0.14537370915382095     
           8           7  0.14537370915382095     
           9           7  0.39659483635530363     
          10           7  0.39659483635530363     
          11           7  0.58758331375109785     
          12           7  0.58758331375109785     
          13           7 -0.29266299074574048     
          14           7 -0.29266299074574048     
          15           7  0.21256224427088732     
          16           7  0.21256224427088732     
          17           7  0.21256224427088732     
           0           8  -4.5305100798324997E-002
           1           8  -4.5305100798324997E-002
           2           8  -4.5305100798324997E-002
           3           8 -0.65481192096704877     
           4           8 -0.65481192096704877     
           5           8  -9.1606830884160009E-002
           6           8  -9.1606830884160009E-002
           7           8  0.14537370915382095     
           8           8  0.14537370915382095     
           9           8  0.39659483635530363     
          10           8  0.39659483635530363     
          11           8  0.58758331375109785     
          12           8  0.58758331375109785     
          13           8 -0.29266299074574048     
          14           8 -0.29266299074574048     
          15           8  0.21256224427088732     
          16           8  0.21256224427088732     
          17           8  0.21256224427088732     
           0           9  0.17823568915025267     
           1           9  0.17823568915025267     
           2           9  0.17823568915025267     
           3           9 -0.19451567696460562     
           4           9 -0.19451567696460562     
           5           9  0.39300859826234608     
           6           9  0.39300859826234608     
           7           9  0.38405076874623723     
           8           9  0.38405076874623723     
           9           9  0.26810140704639318     
          10           9  0.26810140704639318     
          11           9  0.17499902003090870     
          12           9  0.17499902003090870     
          13           9 -0.85348829811696036     
          14           9 -0.85348829811696036     
          15           9   1.6667408350126978E-002
          16           9   1.6667408350126978E-002
          17           9   1.6667408350126978E-002
           0          10  0.17823568915025267     
           1          10  0.17823568915025267     
           2          10  0.17823568915025267     
           3          10 -0.19451567696460562     
           4          10 -0.19451567696460562     
           5          10  0.39300859826234608     
           6          10  0.39300859826234608     
           7          10  0.38405076874623723     
           8          10  0.38405076874623723     
           9          10  0.26810140704639318     
          10          10  0.26810140704639318     
          11          10  0.17499902003090870     
          12          10  0.17499902003090870     
          13          10 -0.85348829811696036     
          14          10 -0.85348829811696036     
          15          10   1.6667408350126978E-002
          16          10   1.6667408350126978E-002
          17          10   1.6667408350126978E-002
           0          11 -0.11235906608062154     
           1          11 -0.11235906608062154     
           2          11 -0.11235906608062154     
           3          11 -0.45496512063880906     
           4          11 -0.45496512063880906     
           5          11 -0.17409418256857276     
           6          11 -0.17409418256857276     
           7          11   6.1528294381190604E-002
           8          11   6.1528294381190604E-002
           9          11  0.32701882406777361     
          10          11  0.32701882406777361     
          11          11  0.48326356084792066     
          12          11  0.48326356084792066     
          13          11  -9.6170043089746277E-002
          14          11  -9.6170043089746277E-002
          15          11  0.16574817402575026     
          16          11  0.16574817402575026     
          17          11  0.16574817402575026     
           0          12 -0.11235906608062154     
           1          12 -0.11235906608062154     
           2          12 -0.11235906608062154     
           3          12 -0.45496512063880906     
           4          12 -0.45496512063880906     
           5          12 -0.17409418256857276     
           6          12 -0.17409418256857276     
           7          12   6.1528294381190604E-002
           8          12   6.1528294381190604E-002
           9          12  0.32701882406777361     
          10          12  0.32701882406777361     
          11          12  0.48326356084792066     
          12          12  0.48326356084792066     
          13          12  -9.6170043089746277E-002
          14          12  -9.6170043089746277E-002
          15          12  0.16574817402575026     
          16          12  0.16574817402575026     
          17          12  0.16574817402575026     
           0          13   7.1172840428405520E-002
           1          13   7.1172840428405520E-002
           2          13   7.1172840428405520E-002
           3          13  0.38220333153326025     
           4          13  0.38220333153326025     
           5          13  0.17863146781541805     
           6          13  0.17863146781541805     
           7          13   3.7670545010521958E-002
           8          13   3.7670545010521958E-002
           9          13 -0.14832270731388786     
          10          13 -0.14832270731388786     
          11          13 -0.31047142613768497     
          12          13 -0.31047142613768497     
          13          13  -9.8267719855832811E-002
          14          13  -9.8267719855832811E-002
          15          13 -0.13488534034008653     
          16          13 -0.13488534034008653     
          17          13 -0.13488534034008653     
           0          14   7.1172840428405520E-002
           1          14   7.1172840428405520E-002
           2          14   7.1172840428405520E-002
           3          14  0.38220333153326025     
           4          14  0.38220333153326025     
           5          14  0.17863146781541805     
           6          14  0.17863146781541805     
           7          14   3.7670545010521958E-002
           8          14   3.7670545010521958E-002
           9          14 -0.14832270731388786     
          10          14 -0.14832270731388786     
          11          14 -0.31047142613768497     
          12          14 -0.31047142613768497     
          13          14  -9.8267719855832811E-002
          14          14  -9.8267719855832811E-002
          15          14 -0.13488534034008653     
          16          14 -0.13488534034008653     
          17          14 -0.13488534034008653     
           0          15  -9.1973010226634566E-002
           1          15  -9.1973010226634566E-002
           2          15  -9.1973010226634566E-002
           3          15  0.29336419636116173     
           4          15  0.29336419636116173     
           5          15 -0.26410313765944338     
           6          15 -0.26410313765944338     
           7          15 -0.28665634279229224     
           8          15 -0.28665634279229224     
           9          15 -0.24119812991170303     
          10          15 -0.24119812991170303     
          11          15 -0.22115388439367992     
          12          15 -0.22115388439367992     
          13          15  0.64588582662444227     
          14          15  0.64588582662444227     
          15          15  -9.9855809424905406E-002
          16          15  -9.9855809424905406E-002
          17          15  -9.9855809424905406E-002
           0          16  -9.1973010226634566E-002
           1          16  -9.1973010226634566E-002
           2          16  -9.1973010226634566E-002
           3          16  0.29336419636116173     
           4          16  0.29336419636116173     
           5          16 -0.26410313765944338     
           6          16 -0.26410313765944338     
           7          16 -0.28665634279229224     
           8          16 -0.28665634279229224     
           9          16 -0.24119812991170303     
          10          16 -0.24119812991170303     
          11          16 -0.22115388439367992     
          12          16 -0.22115388439367992     
          13          16  0.64588582662444227     
          14          16  0.64588582662444227     
          15          16  -9.9855809424905406E-002
          16          16  -9.9855809424905406E-002
          17          16  -9.9855809424905406E-002
           0          17  -9.1973010226634566E-002
           1          17  -9.1973010226634566E-002
           2          17  -9.1973010226634566E-002
           3          17  0.29336419636116173     
           4          17  0.29336419636116173     
           5          17 -0.26410313765944338     
           6          17 -0.26410313765944338     
           7          17 -0.28665634279229224     
           8          17 -0.28665634279229224     
           9          17 -0.24119812991170303     
          10          17 -0.24119812991170303     
          11          17 -0.22115388439367992     
          12          17 -0.22115388439367992     
          13          17  0.64588582662444227     
          14          17  0.64588582662444227     
          15          17  -9.9855809424905406E-002
          16          17  -9.9855809424905406E-002
          17          17  -9.9855809424905406E-002
 ------------------------------------------------------------
 corrected solution variable phi on mesh with M =           16
 i, j, residual
           0           0 -0.50170323327926614     
           1           0 -0.50170323327926614     
           2           0  -3.8728518441754567E-002
           3           0  0.66392935320383895     
           4           0  0.39813696220371364     
           5           0 -0.34217940272078190     
           6           0 -0.34871985190688076     
           7           0 -0.42393648723778199     
           8           0 -0.26943846699106933     
           9           0 -0.33736831889101032     
          10           0 -0.24124183637663765     
          11           0 -0.37202671246277563     
          12           0 -0.32707888366580984     
          13           0  0.64965436691389045     
          14           0  0.89754189518822636     
          15           0  0.37575819503881230     
          16           0 -0.35555518138224662     
          17           0 -0.35555518138224662     
           0           1 -0.50170323327926614     
           1           1 -0.50170323327926614     
           2           1  -3.8728518441754567E-002
           3           1  0.66392935320383895     
           4           1  0.39813696220371364     
           5           1 -0.34217940272078190     
           6           1 -0.34871985190688076     
           7           1 -0.42393648723778199     
           8           1 -0.26943846699106933     
           9           1 -0.33736831889101032     
          10           1 -0.24124183637663765     
          11           1 -0.37202671246277563     
          12           1 -0.32707888366580984     
          13           1  0.64965436691389045     
          14           1  0.89754189518822636     
          15           1  0.37575819503881230     
          16           1 -0.35555518138224662     
          17           1 -0.35555518138224662     
           0           2 -0.51226104150170304     
           1           2 -0.51226104150170304     
           2           2   5.9858008040342137E-002
           3           2  0.87994228540874053     
           4           2  0.65652180567844498     
           5           2 -0.10108859466384112     
           6           2 -0.15215510238941793     
           7           2 -0.28812439652893818     
           8           2 -0.20986432259919702     
           9           2 -0.36545053491537860     
          10           2 -0.35870557736403796     
          11           2 -0.56728201747538909     
          12           2 -0.57116427618552545     
          13           2  0.40744568061495001     
          14           2  0.71749745101244944     
          15           2  0.27620983358286716     
          16           2 -0.42267463215020379     
          17           2 -0.42267463215020379     
           0           3 -0.40571236485507078     
           1           3 -0.40571236485507078     
           2           3   8.3229284270176396E-002
           3           3  0.38973034480103563     
           4           3  0.25676738974379565     
           5           3 -0.18720387093303559     
           6           3 -0.28782051243083251     
           7           3 -0.25281511946834018     
           8           3 -0.29569222099552978     
           9           3 -0.19188987328999280     
          10           3 -0.27769065655352010     
          11           3 -0.22494373868296852     
          12           3 -0.25744914321519985     
          13           3  0.39264003747306830     
          14           3  0.68777773089442151     
          15           3  0.28745184950428765     
          16           3 -0.19681207759679470     
          17           3 -0.19681207759679470     
           0           4 -0.24160290854866584     
           1           4 -0.24160290854866584     
           2           4  -3.6479355396744628E-002
           3           4  0.14318661923263326     
           4           4   7.0988708737539624E-002
           5           4 -0.29453777493399935     
           6           4 -0.35905858458795475     
           7           4 -0.30604747189074688     
           8           4 -0.32085136696639543     
           9           4 -0.17003658066631555     
          10           4 -0.19362786509097912     
          11           4  -7.6835173802927315E-002
          12           4  -7.6566031746183455E-002
          13           4  0.52136433532794424     
          14           4  0.67708331050677595     
          15           4  0.22900758308442015     
          16           4  -3.6936455697032501E-002
          17           4  -3.6936455697032501E-002
           0           5  0.13117169470899209     
           1           5  0.13117169470899209     
           2           5   5.7332646068030957E-003
           3           5 -0.11511620941729213     
           4           5 -0.10672297511270680     
           5           5  0.10916249131981431     
           6           5  0.13648498975625656     
           7           5   5.2213443454949604E-002
           8           5  0.12166435589546609     
           9           5   2.2548584881860526E-003
          10           5   7.7805298306952791E-002
          11           5   2.7194384090705764E-002
          12           5   5.3628128144902004E-002
          13           5 -0.18593009524677370     
          14           5 -0.24107496993079991     
          15           5   2.1902192649464983E-002
          16           5   4.2170903716800517E-002
          17           5   4.2170903716800517E-002
           0           6  0.31987197769751841     
           1           6  0.31987197769751841     
           2           6  -1.7634092640754634E-002
           3           6 -0.19481580347264826     
           4           6  -5.7707346575142940E-002
           5           6  0.27651809178875020     
           6           6  0.33246752054051099     
           7           6  0.21128233825497864     
           8           6  0.21897571918453507     
           9           6   3.9287308807703474E-002
          10           6   7.0697381062845066E-002
          11           6  -4.8286402087225067E-003
          12           6  -6.9546934545666739E-003
          13           6 -0.33149892556762678     
          14           6 -0.53046569976696634     
          15           6 -0.26986419156207214     
          16           6  0.12541490331934557     
          17           6  0.12541490331934557     
           0           7  0.39936474073022493     
           1           7  0.39936474073022493     
           2           7  -8.9168093059315195E-002
           3           7 -0.84044174659648863     
           4           7 -0.60639043754297217     
           5           7  0.16263133739085223     
           6           7  0.19620133801109940     
           7           7  0.35539288205104225     
           8           7  0.24875729925423956     
           9           7  0.41175917623828345     
          10           7  0.36407040072698754     
          11           7  0.54668043414626288     
          12           7  0.52514401700623436     
          13           7 -0.49932121265969476     
          14           7 -0.76955172005819028     
          15           7 -0.25699413316065978     
          16           7  0.42984953155188155     
          17           7  0.42984953155188155     
           0           8  0.49426483031567142     
           1           8  0.49426483031567142     
           2           8 -0.17157068235960871     
           3           8  -1.0303588386756892     
           4           8 -0.78547586059585839     
           5           8   2.6291583438421487E-002
           6           8   9.2374532819520197E-002
           7           8  0.28020631194856815     
           8           8  0.21178537878600692     
           9           8  0.42647165885884752     
          10           8  0.43974133516062630     
          11           8  0.68188746152103152     
          12           8  0.69575214884982051     
          13           8 -0.35297015332579273     
          14           8 -0.71334650455923376     
          15           8 -0.25271411137291416     
          16           8  0.52986151301285056     
          17           8  0.52986151301285056     
           0           9  0.60883135045185499     
           1           9  0.60883135045185499     
           2           9 -0.14285855749162280     
           3           9 -0.83962901462846273     
           4           9 -0.61072255801070929     
           5           9  0.25845188844007660     
           6           9  0.38970760983353098     
           7           9  0.41877871857187421     
           8           9  0.45068071742945537     
           9           9  0.39992278976622386     
          10           9  0.50263622981661715     
          11           9  0.52433198630102817     
          12           9  0.56295707338084278     
          13           9 -0.66027594099831433     
          14           9  -1.0985287583326522     
          15           9 -0.36914075603691981     
          16           9  0.41332414268188905     
          17           9  0.41332414268188905     
           0          10  0.55833074616026046     
           1          10  0.55833074616026046     
           2          10  -6.4176901253880508E-002
           3          10 -0.69305371336619503     
           4          10 -0.46464255753986816     
           5          10  0.38998314727423722     
           6          10  0.50647348774299439     
           7          10  0.51077387088323423     
           8          10  0.50192708955277021     
           9          10  0.39743869231310541     
          10          10  0.44126839292405901     
          11          10  0.40948198233214261     
          12          10  0.41555695537355053     
          13          10 -0.79968414139640198     
          14          10  -1.1891424534459274     
          15          10 -0.42833689801703662     
          16          10  0.32613259192507776     
          17          10  0.32613259192507776     
           0          11  0.28111228403332866     
           1          11  0.28111228403332866     
           2          11 -0.10753250264596775     
           3          11 -0.59424830831433895     
